ID	Speech	action_code	action_only	num_lines_before	num_lines_after	anno_before	anno_after	num_lines_last_mvmt	max_repeated_word	count_uppercase_words	period	comma	semicolon	hyphen	total_words	question	apostrophe	exclamation	big_action_only	speaker_action_only	speaker_big_action_only	speaker_action_code	WRB 	WPSS	WP 	WDT 	VBZ 	VBP 	VBN 	VBG 	VBD 	VB 	UH 	TO 	SYM 	RP 	RBS 	RBR 	RB 	PRPSS	PRP 	POS 	PDT 	NNS 	NNPS 	NNP 	NN 	MD 	LS 	JJS 	JJR 	JJ 	IN 	FW 	EX 	DT 	CD 	CC 	speakerpostn	numcharsonstage	BERNARDO	CORNELIUS	FRANCISCO	GHOST	GUILDENSTERN	HAMLET	HORATIO	KINGCLAUDIUS	LAERTES	LORDPOLONIUS	LUCIANUS	MARCELLUS	OPHELIA	OSRIC	PRINCEFORTINBRAS	QUEENGERTRUDE	REYNALDO	ROSENCRANTZ	VOLTIMAND	Random1	Random2	Random3	Random4	Random5	Random6	Random7	Random8	Random9	Random10	fight_in_general	point	look	run_walk_jog	handle_object	sit_stand_lie_down_kneel	gestures	new_big_actions	neg_big_actions	sortbig	sortany	sortwalk	sortfight	sortpoint	sortlook	sorthandle	sortposture	sortgesture	sortbig_rand	sortany_rand	sortwalk_rand	sortfight_rand	sortpoint_rand	sortlook_rand	sorthandle_rand	sortposture_rand	sortgesture_rand	firstpos	secondpos	thirdpos	fourthpos	fifthpos	sixthpos	seventhpos	eighthpos	ninethpos	tenthpos	eleventhpos	twelfthpos	thirteenthpos	fourteenthpos	fifteenthpos	POS_sentence
3012	First Clown	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						2359	1149	2799	2636	2241	2824	951	1	3602	4091	0	0	0	0	0	0	0	0	-1	2359	2359	2359	2359	2359	2359	2359	2359	2359	2359	2359	2359	2359	2359	2359	2359	2359	2359	NNP	NNP														NNP NNP             
3013	"You lie out on''t, sir, and therefore it is not"	27	1	2	1	0	0	1	0	0	0	2	0	0	10	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1																						2878	3015	4621	1270	4221	3995	3115	1157	2472	4784	0	0	0	0	0	0	0	0	-1	2878	2878	2878	2878	2878	2878	2878	2878	2878	2878	2878	2878	2878	2878	2878	2878	2878	2878	PRP	VBP	RP	IN	NN	CC	RB	PRP	VBZ	RB						PRP VBP RP IN NN CC RB PRP VBZ RB     
3014	"yours: for my part, I do not lie in''t, and yet it is mine."	0	0	3	0	0	0	0	0	1	1	2	0	0	14	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	3	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1																						520	4878	4785	3806	1230	2847	4988	3866	4134	3046	0	0	0	0	0	0	0	0	-1	520	520	520	520	520	520	520	520	520	520	520	520	520	520	520	520	520	520	PRP	IN	PRP$	NN	PRP	VBP	RB	VB	RB	CC	RB	PRP	VBZ	VBG		PRP IN PRP$ NN PRP VBP RB VB RB CC RB PRP VBZ VBG 
3015	"Thou dost lie in''t, to be in''t and say it is thine:"	13	1	0	4	0	0	1	0	0	0	1	0	0	12	0	2	0	1	1	1	13	0	0	0	0	1	1	1	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1																						289	4871	333	4407	2936	1119	4080	452	2696	1894	0	0	0	0	0	1	0	1	1	-1	-1	289	289	289	289	289	-1	289	104	2066	289	289	289	289	289	344	289	NNP	NN	VBP	VBN	TO	VB	JJ	CC	VB	PRP	VBZ	VBG				NNP NN VBP VBN TO VB JJ CC VB PRP VBZ VBG   
3016	"tis for the dead, not for the quick; therefore thou liest."	0	0	1	3	0	0	0	2	0	1	1	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	2	0	1																						3920	832	1143	3793	2468	980	3615	1234	3607	2203	0	0	0	0	0	0	0	0	-1	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	3920	NN	IN	DT	NN	RB	IN	DT	JJ	CC	VBD	.					NN IN DT NN RB IN DT JJ CC VBD .    
3017	First Clown	0	0	2	2	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						798	578	1588	1225	770	671	1131	678	1025	3003	0	0	0	0	0	0	0	0	-1	798	798	798	798	798	798	798	798	798	798	798	798	798	798	798	798	798	798	NNP	NNP														NNP NNP             
3018	"Tis a quick lie, sir; ''twill away gain, from me to"	23	1	3	1	0	0	2	0	0	0	2	1	0	11	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0																						2914	1337	4867	416	1299	4522	4767	1750	1614	2600	0	0	0	0	0	0	0	0	-1	2914	2914	2914	2914	2914	2914	2914	2914	2914	2914	2914	2914	2914	2914	2914	2914	2914	2914	NNPS	DT	JJ	NN	NNS	MD	RB	VB	IN	PRP	TO					NNPS DT JJ NN NNS MD RB VB IN PRP TO    
3019	you.	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						4783	3324	3591	4568	1196	4652	2955	4250	3813	187	0	0	0	0	0	0	0	0	-1	4783	4783	4783	4783	4783	4783	4783	4783	4783	4783	4783	4783	4783	4783	4783	4783	4783	4783	.															.              
3020	What man dost thou dig it for?	0	0	0	2	0	0	1	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0																						1002	1500	4263	3333	2773	79	1982	906	4408	4325	0	0	0	0	0	0	0	0	-1	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002	1002	WP	NN	NN	VBD	VB	PRP	.									WP NN NN VBD VB PRP .        
3021	First Clown	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						1764	840	560	1545	1910	2955	1743	965	2933	1967	0	0	0	0	0	0	0	0	-1	1764	1764	1764	1764	1764	1764	1764	1764	1764	1764	1764	1764	1764	1764	1764	1764	1764	1764	NNP	NNP														NNP NNP             
3022	"For no man, sir."	27	1	2	0	0	0	1	0	0	1	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0																						4834	3157	776	1065	992	712	1755	2892	4757	590	0	0	0	0	0	0	0	0	-1	4834	4834	4834	4834	4834	4834	4834	4834	4834	4834	4834	4834	4834	4834	4834	4834	4834	4834	IN	DT	NN	.												IN DT NN .           
3023	"What woman, then?"	23	1	0	2	0	0	0	0	0	0	1	0	0	3	1	0	0	1	1	1	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0																						3862	3027	3533	3788	802	3809	267	2662	4033	4487	0	0	1	0	0	0	0	0	-1	3862	3862	3862	3862	3862	3862	3862	3862	3862	3862	3862	3862	3862	3862	3862	3862	3862	3862	WP	NN	MD													WP NN MD            
3024	First Clown	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						4857	893	2162	3377	4844	1974	3252	1852	1042	3485	0	0	0	0	0	0	0	0	-1	4857	4857	4857	4857	4857	4857	4857	4857	4857	4857	4857	4857	4857	4857	4857	4857	4857	4857	NNP	NNP														NNP NNP             
3025	"For none, neither."	23	1	2	0	0	0	1	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0																						916	2763	3478	2798	3594	3182	49	590	4283	2841	0	0	0	0	0	0	0	0	-1	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	916	IN	NN	.													IN NN .            
3026	Who is to be buried in''t?	13	1	0	2	0	0	0	0	0	0	0	0	0	6	1	1	0	1	1	1	13	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																						4952	270	4132	891	964	261	998	833	1941	1829	0	0	0	0	0	1	0	1	1	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	4952	WP	VBZ	TO	VB	VBN	IN										WP VBZ TO VB VBN IN         
3027	First Clown	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						4295	4926	1660	2932	1819	4743	1000	1165	3685	3994	0	0	0	0	0	0	0	0	-1	4295	4295	4295	4295	4295	4295	4295	4295	4295	4295	4295	4295	4295	4295	4295	4295	4295	4295	NNP	NNP														NNP NNP             
3028	"One that was a woman, sir; but, rest her soul, she''s dead."	27	1	2	0	0	0	1	0	0	1	3	1	0	12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	1	1																						3294	3595	1855	4466	4215	2498	4178	808	702	3561	0	0	0	0	0	0	0	0	-1	3294	3294	3294	3294	3294	3294	3294	3294	3294	3294	3294	3294	3294	3294	3294	3294	3294	3294	CD	DT	VBD	DT	NN	NN	CC	VB	PRP$	NN	NNS	.				CD DT VBD DT NN NN CC VB PRP$ NN NNS .   
3029	We must speak by the card	27	1	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	1	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0																						2560	3232	977	4722	3616	60	1648	2314	1502	1087	0	0	0	0	0	0	0	1	1	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	PRP	MD	VB	IN	DT	NN										PRP MD VB IN DT NN         
3030	or equivocation will undo us. 	0	0	1	4	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1																						4643	4468	3775	3417	4912	2697	1412	909	4834	2138	0	0	0	0	0	0	0	0	-1	4643	4643	4643	4643	4643	4643	4643	4643	4643	4643	4643	4643	4643	4643	4643	4643	4643	4643	CC	NN	MD	VB	.											CC NN MD VB .          
3031	How long hast thou been a grave-maker?	0	0	2	3	0	0	1	0	0	0	0	0	1	7	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0																						4816	1027	2148	4591	1096	3361	774	586	1495	439	0	0	0	0	0	0	0	0	-1	4816	4816	4816	4816	4816	4816	4816	4816	4816	4816	4816	4816	4816	4816	4816	4816	4816	4816	WRB	JJ	JJ	NNS	VBN	DT	NN									WRB JJ JJ NNS VBN DT NN        
3032	First Clown	0	0	3	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						1965	1002	4875	1336	2078	1107	2196	2777	1532	3495	0	0	0	0	0	0	0	0	-1	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	NNP	NNP														NNP NNP             
3033	"Of all the days i'' the year, I came to''t that day"	14	1	4	1	0	0	3	2	1	0	1	0	0	12	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0	0	0	0	0	2	0	0	3	0	0																						3879	4534	4206	4599	2622	1040	4526	4662	3721	1271	0	0	0	0	0	0	0	0	-1	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	IN	PDT	DT	NNS	IN	DT	NN	PRP	VBD	RB	DT	NN				IN PDT DT NNS IN DT NN PRP VBD RB DT NN   
3034	that our last king Hamlet overcame Fortinbras.	0	0	5	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0																						4404	1946	1908	4991	4220	184	4256	3157	2886	3151	0	0	0	0	0	0	0	0	-1	4404	4404	4404	4404	4404	4404	4404	4404	4404	4404	4404	4404	4404	4404	4404	4404	4404	4404	IN	PRP$	JJ	NN	NNP	VBD	.									IN PRP$ JJ NN NNP VBD .        
3035	How long is that since?	23	1	0	4	0	0	1	0	0	0	0	0	0	5	1	0	0	1	1	1	23	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0																						534	4284	3827	2347	414	2489	4815	4823	3952	4229	0	0	1	0	0	0	0	0	-1	534	-1	534	534	534	-1	534	534	534	534	143	534	534	534	372	534	534	534	WRB	RB	VBZ	IN	NNS											WRB RB VBZ IN NNS          
3036	First Clown	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						3670	1860	4690	4531	1884	4054	776	2560	3993	2994	0	0	0	0	0	0	0	0	-1	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	3670	NNP	NNP														NNP NNP             
3037	Cannot you tell that? every fool can tell that: it	0	0	2	2	0	0	1	2	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	3	0	0	1	0	0																						549	386	3053	1748	2862	2912	940	1567	1099	1528	0	0	0	0	0	0	0	0	-1	549	549	549	549	549	549	549	549	549	549	549	549	549	549	549	549	549	549	IN	PRP	VBP	IN	DT	NN	MD	VB	IN	PRP						IN PRP VBP IN DT NN MD VB IN PRP     
3038	was the very day that young Hamlet was born; he that	0	0	3	1	0	0	0	2	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	1	0	0	1	0	0																						2942	2475	1079	3638	2213	3195	2439	1298	4587	478	0	0	0	0	0	0	0	0	-1	2942	2942	2942	2942	2942	2942	2942	2942	2942	2942	2942	2942	2942	2942	2942	2942	2942	2942	VBD	DT	JJ	NN	IN	JJ	NNP	VBD	VBN	PRP	WDT					VBD DT JJ NN IN JJ NNP VBD VBN PRP WDT    
3039	"is mad, and sent into England."	0	0	4	0	0	0	1	2	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1																						3856	1131	324	3920	1849	4710	3138	1793	861	3288	0	0	0	0	0	0	0	0	-1	3856	3856	3856	3856	3856	3856	3856	3856	3856	3856	3856	3856	3856	3856	3856	3856	3856	3856	VBZ	JJ	CC	VBD	IN	NNP										VBZ JJ CC VBD IN NNP         
3040	"Ay, marry, why was he sent into England?"	13	1	0	3	0	0	2	2	0	0	2	0	0	8	1	0	0	1	1	1	13	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0																						3345	2905	520	3353	4716	3094	1222	3106	4356	2504	0	0	0	0	0	1	0	1	1	3345	3345	3345	3345	3345	3345	3345	3345	3345	3345	3345	3345	3345	3345	3345	3345	3345	3345	DT	NN	WRB	VBD	PRP	VBD	IN	NNP								DT NN WRB VBD PRP VBD IN NNP       
3041	First Clown	0	0	1	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						4456	3537	4481	2451	1098	1685	3226	3682	3487	4916	0	0	0	0	0	0	0	0	-1	4456	4456	4456	4456	4456	4456	4456	4456	4456	4456	4456	4456	4456	4456	4456	4456	4456	4456	NNP	NNP														NNP NNP             
3042	"Why, because he was mad: he shall recover his wits"	23	1	2	1	0	0	1	2	0	0	1	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0																						2383	2759	4178	750	513	578	393	4920	2928	3023	0	0	0	0	0	0	0	0	-1	2383	2383	2383	2383	2383	2383	2383	2383	2383	2383	2383	2383	2383	2383	2383	2383	2383	2383	NNP	IN	PRP	VBD	VBN	PRP	MD	VB	PRP$	NNS						NNP IN PRP VBD VBN PRP MD VB PRP$ NNS     
3043	"there; or, if he do not, it''s no great matter there."	0	0	3	0	0	0	0	0	0	1	2	1	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	2	0	0	2	0	0																						2124	4655	744	3202	4178	16	1295	3356	3417	4947	0	0	0	0	0	0	0	0	-1	2124	2124	2124	2124	2124	2124	2124	2124	2124	2124	2124	2124	2124	2124	2124	2124	2124	2124	DT	NNS	IN	PRP	VB	RB	IN	DT	JJ	NN	.					DT NNS IN PRP VB RB IN DT JJ NN .    
3044	Why?	23	1	0	3	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						4178	1848	264	2279	4829	3628	2492	3960	380	4399	0	0	1	0	0	0	0	0	-1	4178	4178	4178	4178	4178	4178	4178	4178	4178	4178	4178	4178	4178	4178	4178	4178	4178	4178	.															.              
3045	First Clown	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						3577	4823	2910	2100	2896	3668	2717	4239	4819	2750	0	0	0	0	0	0	0	0	-1	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	3577	NNP	NNP														NNP NNP             
3046	"Twill, a not be seen in him there; there the men"	27	1	2	1	0	0	1	0	0	0	1	1	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0																						1685	2903	3830	3418	3904	2283	2803	2326	462	3649	0	0	0	0	0	0	0	0	-1	1685	1685	1685	1685	1685	1685	1685	1685	1685	1685	1685	1685	1685	1685	1685	1685	1685	1685	RB	DT	RB	VB	VBN	IN	PRP	","	EX	DT	NNS					"RB DT RB VB VBN IN PRP , EX DT NNS    "
3047	are as mad as he.	0	0	3	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0																						3531	4810	3474	515	2465	3844	2417	2258	2556	3550	0	0	0	0	0	0	0	0	-1	3531	3531	3531	3531	3531	3531	3531	3531	3531	3531	3531	3531	3531	3531	3531	3531	3531	3531	VBP	RB	JJ	IN	PRP$											VBP RB JJ IN PRP$          
3048	How came he mad?	23	1	0	2	0	0	1	0	0	0	0	0	0	4	1	0	0	1	1	1	23	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0																						1650	1733	1322	2120	2197	4345	1847	678	477	4698	0	0	1	0	0	0	0	0	-1	1650	-1	1650	1650	1650	-1	1650	1650	1650	1650	1776	1650	1650	1650	481	1650	1650	1650	WRB	VBD	PRP	MD												WRB VBD PRP MD           
3049	First Clown	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						1945	2305	1879	2860	3842	4294	1588	177	3745	1411	0	0	0	0	0	0	0	0	-1	1945	1945	1945	1945	1945	1945	1945	1945	1945	1945	1945	1945	1945	1945	1945	1945	1945	1945	NNP	NNP														NNP NNP             
3050	"Very strangely, they say."	0	0	2	0	0	0	1	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0																						4426	848	1173	372	2918	4297	808	3583	4036	4277	0	0	0	0	0	0	0	0	-1	4426	4426	4426	4426	4426	4426	4426	4426	4426	4426	4426	4426	4426	4426	4426	4426	4426	4426	RB	RB	PRP	MD												RB RB PRP MD           
3051	How strangely?	13	1	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						3383	4560	1677	1693	2146	3416	407	1176	3170	954	0	0	0	0	0	1	0	1	1	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	WRB	NNS														WRB NNS             
3052	First Clown	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						1720	3321	439	3294	1199	1826	4555	2124	2803	1961	0	0	0	0	0	0	0	0	-1	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	NNP	NNP														NNP NNP             
3053	"Faith, e''en with losing his wits."	21	1	2	0	0	0	1	0	0	1	1	0	0	6	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0																						3502	1376	2400	593	999	4865	2472	4131	312	76	0	0	0	0	0	0	0	0	-1	3502	3502	3502	3502	3502	3502	3502	3502	3502	3502	3502	3502	3502	3502	3502	3502	3502	3502	NNP	NN	IN	VBG	PRP$	WRB										NNP NN IN VBG PRP$ WRB         
3054	Upon what ground?	23	1	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	1	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0																						2489	3822	3010	326	2709	518	3641	2297	1253	4842	0	0	1	0	0	0	0	0	-1	2489	2489	2489	2489	2489	2489	2489	2489	2489	2489	2489	2489	2489	2489	2489	2489	2489	2489	IN	WP	NN													IN WP NN            
3055	First Clown	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						4128	3018	3219	1701	1549	1089	910	3079	1989	1979	0	0	0	0	0	0	0	0	-1	4128	4128	4128	4128	4128	4128	4128	4128	4128	4128	4128	4128	4128	4128	4128	4128	4128	4128	NNP	NNP														NNP NNP             
3056	"Why, here in Denmark: I have been sexton here, man"	21	1	2	1	0	0	1	0	1	0	2	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0																						1854	3722	4175	27	2264	4800	3581	2930	640	4348	0	0	0	0	0	0	0	0	-1	1854	1854	1854	1854	1854	1854	1854	1854	1854	1854	1854	1854	1854	1854	1854	1854	1854	1854	NNP	RB	IN	NNP	PRP	VBP	VBN	NN	.	NN						NNP RB IN NNP PRP VBP VBN NN . NN     
3057	"and boy, thirty years."	0	0	3	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1																						596	3351	158	1214	1923	2290	2614	2425	2477	418	0	0	0	0	0	0	0	0	-1	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	596	CC	NNS	CD	.												CC NNS CD .           
3058	How long will a man lie i'' the earth ere he rot?	0	0	0	5	0	0	1	0	0	0	0	0	0	12	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	0	0	0	0	2	0	0	2	0	0																						1736	162	2202	4385	1359	4547	3393	1294	4391	913	0	0	0	0	0	0	0	0	-1	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736	1736	WRB	RB	MD	DT	NN	VB	IN	DT	NN	IN	PRP	MD				WRB RB MD DT NN VB IN DT NN IN PRP MD   
3059	First Clown	0	0	1	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0																						4261	4022	4747	238	767	3133	604	770	4201	3686	0	0	0	0	0	0	0	0	-1	4261	4261	4261	4261	4261	4261	4261	4261	4261	4261	4261	4261	4261	4261	4261	4261	4261	4261	NNP	NNP														NNP NNP             
3060	"I'' faith, if he be not rotten before he die--as we"	23	1	2	3	0	0	1	2	0	0	1	0	2	11	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0																						3488	4685	1205	3482	1296	1743	4857	4596	4186	3363	0	0	0	0	0	0	0	0	-1	3488	3488	3488	3488	3488	3488	3488	3488	3488	3488	3488	3488	3488	3488	3488	3488	3488	3488	NNP	NN	IN	PRP	VB	RB	VBN	IN	PRP	VBD	PRP					NNP NN IN PRP VB RB VBN IN PRP VBD PRP    
